Neurons,Learning Rate,Episode Number,CPU in %,Ram,Start Time,End Time,Execution Time,Running Mean
200,1e-2,148,70.5,11.9,2022-08-11 18:05:31.587730,2022-08-11 18:08:28.806482,0:02:57.218752,-20.988043535366497
200,1e-2,149,64.2,11.9,2022-08-11 18:05:31.587730,2022-08-11 18:08:29.962729,0:02:58.374999,-20.988163100012834
200,1e-2,150,65.1,11.9,2022-08-11 18:05:31.587730,2022-08-11 18:08:31.150226,0:02:59.562496,-20.988281469012705
200,1e-2,151,71.6,11.9,2022-08-11 18:05:31.587730,2022-08-11 18:08:32.306481,0:03:00.718751,-20.98839865432258
200,1e-2,152,68.2,11.7,2022-08-11 18:05:31.587730,2022-08-11 18:08:33.462726,0:03:01.874996,-20.988514667779356
200,1e-2,153,66.2,11.9,2022-08-11 18:05:31.587730,2022-08-11 18:08:34.618982,0:03:03.031252,-20.98862952110156
200,1e-2,154,67.1,11.9,2022-08-11 18:05:31.587730,2022-08-11 18:08:35.759608,0:03:04.171878,-20.988743225890545
200,1e-2,155,65.8,11.9,2022-08-11 18:05:31.587730,2022-08-11 18:08:36.900230,0:03:05.312500,-20.98885579363164
200,1e-2,156,68.9,11.9,2022-08-11 18:05:31.587730,2022-08-11 18:08:38.056478,0:03:06.468748,-20.988967235695323
200,1e-2,157,70.5,11.9,2022-08-11 18:05:31.587730,2022-08-11 18:08:39.197106,0:03:07.609376,-20.98907756333837
200,1e-2,158,68.9,11.9,2022-08-11 18:05:31.587730,2022-08-11 18:08:40.353354,0:03:08.765624,-20.989186787704988
200,1e-2,159,65.1,11.9,2022-08-11 18:05:31.587730,2022-08-11 18:08:41.493982,0:03:09.906252,-20.989294919827937
200,1e-2,160,68.8,11.9,2022-08-11 18:05:31.587730,2022-08-11 18:08:42.697103,0:03:11.109373,-20.989401970629658
200,1e-2,161,65.1,11.9,2022-08-11 18:05:31.587730,2022-08-11 18:08:43.837729,0:03:12.249999,-20.98950795092336
200,1e-2,162,65.8,11.9,2022-08-11 18:05:31.587730,2022-08-11 18:08:44.978355,0:03:13.390625,-20.989612871414128
200,1e-2,163,66.9,11.9,2022-08-11 18:05:31.587730,2022-08-11 18:08:46.134609,0:03:14.546879,-20.989716742699986
200,1e-2,164,68.5,11.9,2022-08-11 18:05:31.587730,2022-08-11 18:08:47.290856,0:03:15.703126,-20.989819575272985
200,1e-2,165,68.4,11.7,2022-08-11 18:05:31.587730,2022-08-11 18:08:48.525233,0:03:16.937503,-20.989921379520258
200,1e-2,166,67.3,11.9,2022-08-11 18:05:31.587730,2022-08-11 18:08:49.790857,0:03:18.203127,-20.990022165725055
200,1e-2,167,64.9,11.9,2022-08-11 18:05:31.587730,2022-08-11 18:08:50.947107,0:03:19.359377,-20.990121944067806
200,1e-2,168,70.3,11.9,2022-08-11 18:05:31.587730,2022-08-11 18:08:52.181482,0:03:20.593752,-20.99022072462713
200,1e-2,169,68.5,11.9,2022-08-11 18:05:31.587730,2022-08-11 18:08:53.322108,0:03:21.734378,-20.990318517380857
200,1e-2,170,63.5,11.9,2022-08-11 18:05:31.587730,2022-08-11 18:08:54.540852,0:03:22.953122,-20.99041533220705
200,1e-2,171,69.6,11.9,2022-08-11 18:05:31.587730,2022-08-11 18:08:55.697103,0:03:24.109373,-20.99051117888498
200,1e-2,172,68.5,11.9,2022-08-11 18:05:31.587730,2022-08-11 18:08:56.837731,0:03:25.250001,-20.99060606709613
200,1e-2,173,61.0,11.9,2022-08-11 18:05:31.587730,2022-08-11 18:08:57.978356,0:03:26.390626,-20.990700006425172
200,1e-2,174,69.0,11.9,2022-08-11 18:05:31.587730,2022-08-11 18:08:59.212730,0:03:27.625000,-20.99079300636092
200,1e-2,175,68.5,11.9,2022-08-11 18:05:31.587730,2022-08-11 18:09:00.353356,0:03:28.765626,-20.990885076297314
200,1e-2,176,67.5,11.9,2022-08-11 18:05:31.587730,2022-08-11 18:09:01.525227,0:03:29.937497,-20.990976225534343
200,1e-2,177,65.8,11.9,2022-08-11 18:05:31.587730,2022-08-11 18:09:02.712732,0:03:31.125002,-20.991066463279
200,1e-2,178,70.5,11.7,2022-08-11 18:05:31.587730,2022-08-11 18:09:03.868982,0:03:32.281252,-20.99115579864621
200,1e-2,179,68.9,11.9,2022-08-11 18:05:31.587730,2022-08-11 18:09:05.025232,0:03:33.437502,-20.99124424065975
200,1e-2,180,66.2,11.9,2022-08-11 18:05:31.587730,2022-08-11 18:09:06.228351,0:03:34.640621,-20.991331798253153
