Neurons,Episode Number,CPU in %,Ram,Start Time,End Time,Execution Time,Reward Total,Running Mean 
800,1142,88.2,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:20:43.771904,1:41:12.031252,-20.0,-19.672152470646566
800,1143,89.5,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:20:50.178152,1:41:18.437500,-20.0,-19.6754309459401
800,1144,88.6,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:20:55.725031,1:41:23.984379,-19.0,-19.6686766364807
800,1145,87.6,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:21:01.131280,1:41:29.390628,-18.0,-19.651989870115894
800,1146,89.0,10.3,2022-08-10 03:39:31.740652,2022-08-10 05:21:06.396907,1:41:34.656255,-21.0,-19.665469971414737
800,1147,88.6,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:21:13.240656,1:41:41.500004,-19.0,-19.65881527170059
800,1148,86.5,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:21:19.334402,1:41:47.593750,-21.0,-19.672227118983585
800,1149,87.2,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:21:24.990655,1:41:53.250003,-21.0,-19.68550484779375
800,1150,89.4,10.3,2022-08-10 03:39:31.740652,2022-08-10 05:21:30.006284,1:41:58.265632,-21.0,-19.698649799315813
800,1151,86.8,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:21:36.865657,1:42:05.125005,-20.0,-19.701663301322654
800,1152,88.0,10.0,2022-08-10 03:39:31.740652,2022-08-10 05:21:44.334407,1:42:12.593755,-18.0,-19.684646668309426
800,1153,88.6,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:21:50.490657,1:42:18.750005,-20.0,-19.68780020162633
800,1154,88.3,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:21:56.209408,1:42:24.468756,-20.0,-19.690922199610068
800,1155,87.2,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:22:02.053157,1:42:30.312505,-18.0,-19.674012977613966
800,1156,88.9,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:22:07.771903,1:42:36.031251,-20.0,-19.677272847837827
800,1157,87.5,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:22:14.193780,1:42:42.453128,-19.0,-19.67050011935945
800,1158,86.9,10.3,2022-08-10 03:39:31.740652,2022-08-10 05:22:19.459405,1:42:47.718753,-20.0,-19.673795118165852
800,1159,89.2,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:22:25.553157,1:42:53.812505,-20.0,-19.67705716698419
800,1160,87.8,10.3,2022-08-10 03:39:31.740652,2022-08-10 05:22:30.928161,1:42:59.187509,-18.0,-19.66028659531435
800,1161,87.7,9.9,2022-08-10 03:39:31.740652,2022-08-10 05:22:36.412534,1:43:04.671882,-20.0,-19.663683729361207
800,1162,87.5,10.3,2022-08-10 03:39:31.740652,2022-08-10 05:22:41.896905,1:43:10.156253,-19.0,-19.657046892067594
800,1163,86.2,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:22:48.068783,1:43:16.328131,-21.0,-19.67047642314692
800,1164,89.4,10.3,2022-08-10 03:39:31.740652,2022-08-10 05:22:53.506281,1:43:21.765629,-21.0,-19.68377165891545
800,1165,89.6,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:22:59.490656,1:43:27.750004,-19.0,-19.676933942326297
800,1166,86.3,10.3,2022-08-10 03:39:31.740652,2022-08-10 05:23:04.553157,1:43:32.812505,-19.0,-19.670164602903036
800,1167,88.3,10.3,2022-08-10 03:39:31.740652,2022-08-10 05:23:09.412531,1:43:37.671879,-21.0,-19.683462956874006
800,1168,86.4,10.3,2022-08-10 03:39:31.740652,2022-08-10 05:23:14.350028,1:43:42.609376,-17.0,-19.656628327305267
800,1169,88.4,9.9,2022-08-10 03:39:31.740652,2022-08-10 05:23:20.631283,1:43:48.890631,-19.0,-19.650062044032214
800,1170,83.5,10.3,2022-08-10 03:39:31.740652,2022-08-10 05:23:26.412532,1:43:54.671880,-20.0,-19.653561423591892
800,1171,88.3,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:23:33.381281,1:44:01.640629,-21.0,-19.667025809355973
800,1172,85.7,10.3,2022-08-10 03:39:31.740652,2022-08-10 05:23:38.068782,1:44:06.328130,-20.0,-19.670355551262414
800,1173,88.7,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:23:43.037528,1:44:11.296876,-20.0,-19.67365199574979
800,1174,86.5,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:23:49.068781,1:44:17.328129,-19.0,-19.666915475792294
800,1175,86.8,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:23:55.084404,1:44:23.343752,-18.0,-19.65024632103437
800,1176,87.9,10.3,2022-08-10 03:39:31.740652,2022-08-10 05:23:59.334403,1:44:27.593751,-20.0,-19.653743857824026
800,1177,87.7,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:24:04.803158,1:44:33.062506,-18.0,-19.637206419245786
800,1178,87.6,9.9,2022-08-10 03:39:31.740652,2022-08-10 05:24:10.584404,1:44:38.843752,-19.0,-19.630834355053327
800,1179,86.4,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:24:16.553158,1:44:44.812506,-20.0,-19.634526011502793
800,1180,88.5,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:24:23.693783,1:44:51.953131,-21.0,-19.648180751387766
800,1181,88.5,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:24:29.865654,1:44:58.125002,-19.0,-19.64169894387389
800,1182,87.8,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:24:36.787532,1:45:05.046880,-21.0,-19.655281954435154
800,1183,91.2,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:24:43.646905,1:45:11.906253,-20.0,-19.6587291348908
800,1184,85.3,10.3,2022-08-10 03:39:31.740652,2022-08-10 05:24:48.271905,1:45:16.531253,-21.0,-19.672141843541894
800,1185,88.4,9.9,2022-08-10 03:39:31.740652,2022-08-10 05:24:54.537527,1:45:22.796875,-21.0,-19.685420425106475
800,1186,87.9,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:25:00.662533,1:45:28.921881,-21.0,-19.69856622085541
800,1187,89.9,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:25:07.084406,1:45:35.343754,-20.0,-19.701580558646857
800,1188,88.1,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:25:12.459407,1:45:40.718755,-18.0,-19.68456475306039
800,1189,87.9,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:25:17.803156,1:45:46.062504,-21.0,-19.697719105529785
800,1190,88.2,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:25:24.803164,1:45:53.062512,-20.0,-19.700741914474488
800,1191,87.6,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:25:31.053156,1:45:59.312504,-21.0,-19.713734495329742
800,1192,88.3,10.3,2022-08-10 03:39:31.740652,2022-08-10 05:25:36.193783,1:46:04.453131,-20.0,-19.716597150376444
800,1193,87.4,10.0,2022-08-10 03:39:31.740652,2022-08-10 05:25:43.350030,1:46:11.609378,-18.0,-19.69943117887268
800,1194,86.2,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:25:49.428157,1:46:17.687505,-18.0,-19.68243686708395
800,1195,90.1,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:25:55.553154,1:46:23.812502,-21.0,-19.695612498413112
800,1196,86.8,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:26:01.787531,1:46:30.046879,-19.0,-19.688656373428984
800,1197,85.7,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:26:07.459406,1:46:35.718754,-20.0,-19.691769809694694
800,1198,87.4,10.3,2022-08-10 03:39:31.740652,2022-08-10 05:26:12.162532,1:46:40.421880,-21.0,-19.70485211159775
800,1199,89.0,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:26:18.037530,1:46:46.296878,-20.0,-19.70780359048177
800,1200,88.5,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:26:25.162527,1:46:53.421875,-20.0,-19.710725554576953
800,1201,88.1,10.0,2022-08-10 03:39:31.740652,2022-08-10 05:26:31.975027,1:47:00.234375,-20.0,-19.713618299031182
800,1202,87.5,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:26:38.490658,1:47:06.750006,-20.0,-19.71648211604087
800,1203,87.4,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:26:45.334408,1:47:13.593756,-19.0,-19.70931729488046
800,1204,87.7,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:26:50.990660,1:47:19.250008,-19.0,-19.702224121931657
800,1205,87.7,10.6,2022-08-10 03:39:31.740652,2022-08-10 05:26:58.459405,1:47:26.718753,-20.0,-19.70520188071234
800,1206,88.8,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:27:03.396906,1:47:31.656254,-20.0,-19.708149861905216
800,1207,87.7,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:27:10.053156,1:47:38.312504,-21.0,-19.721068363286165
800,1208,87.6,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:27:15.209403,1:47:43.468751,-21.0,-19.733857679653305
800,1209,87.0,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:27:21.021905,1:47:49.281253,-18.0,-19.716519102856772
800,1210,85.8,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:27:25.693782,1:47:53.953130,-21.0,-19.729353911828206
800,1211,87.4,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:27:30.787532,1:47:59.046880,-18.0,-19.712060372709924
800,1212,88.7,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:27:36.818782,1:48:05.078130,-18.0,-19.694939768982824
800,1213,88.4,10.6,2022-08-10 03:39:31.740652,2022-08-10 05:27:44.115656,1:48:12.375004,-17.0,-19.667990371292998
800,1214,89.6,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:27:49.662529,1:48:17.921877,-19.0,-19.66131046758007
800,1215,90.0,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:27:55.193780,1:48:23.453128,-19.0,-19.65469736290427
800,1216,85.1,9.8,2022-08-10 03:39:31.740652,2022-08-10 05:28:01.256278,1:48:29.515626,-20.0,-19.658150389275225
800,1217,86.0,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:28:07.959407,1:48:36.218755,-19.0,-19.651568885382474
800,1218,86.7,10.6,2022-08-10 03:39:31.740652,2022-08-10 05:28:15.053157,1:48:43.312505,-20.0,-19.655053196528648
800,1219,87.1,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:28:20.678157,1:48:48.937505,-19.0,-19.648502664563363
800,1220,86.3,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:28:27.256282,1:48:55.515630,-18.0,-19.63201763791773
800,1221,90.5,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:28:33.615652,1:49:01.875000,-18.0,-19.615697461538552
800,1222,86.3,10.3,2022-08-10 03:39:31.740652,2022-08-10 05:28:37.990654,1:49:06.250002,-20.0,-19.619540486923167
800,1223,88.4,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:28:44.584405,1:49:12.843753,-20.0,-19.623345082053934
800,1224,86.8,9.7,2022-08-10 03:39:31.740652,2022-08-10 05:28:49.443779,1:49:17.703127,-20.0,-19.627111631233394
800,1225,87.4,10.6,2022-08-10 03:39:31.740652,2022-08-10 05:28:56.428154,1:49:24.687502,-20.0,-19.630840514921058
800,1226,88.6,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:29:01.084407,1:49:29.343755,-20.0,-19.634532109771847
800,1227,85.6,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:29:07.146904,1:49:35.406252,-19.0,-19.628186788674128
800,1228,88.1,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:29:13.818778,1:49:42.078126,-20.0,-19.631904920787385
800,1229,87.1,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:29:18.787531,1:49:47.046879,-19.0,-19.625585871579514
800,1230,88.0,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:29:25.896907,1:49:54.156255,-18.0,-19.60933001286372
800,1231,89.9,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:29:31.240655,1:49:59.500003,-19.0,-19.603236712735082
800,1232,84.8,9.9,2022-08-10 03:39:31.740652,2022-08-10 05:29:36.990657,1:50:05.250005,-19.0,-19.597204345607732
800,1233,86.5,10.3,2022-08-10 03:39:31.740652,2022-08-10 05:29:42.240652,1:50:10.500000,-20.0,-19.601232302151654
800,1234,88.8,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:29:48.865654,1:50:17.125002,-20.0,-19.605219979130137
800,1235,86.7,10.3,2022-08-10 03:39:31.740652,2022-08-10 05:29:52.693779,1:50:20.953127,-21.0,-19.619167779338838
800,1236,86.3,10.3,2022-08-10 03:39:31.740652,2022-08-10 05:29:57.381280,1:50:25.640628,-21.0,-19.63297610154545
800,1237,87.6,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:30:03.803155,1:50:32.062503,-17.0,-19.606646340529995
800,1238,89.3,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:30:09.443781,1:50:37.703129,-18.0,-19.590579877124693
800,1239,88.2,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:30:15.881281,1:50:44.140629,-20.0,-19.594674078353446
800,1240,89.7,9.9,2022-08-10 03:39:31.740652,2022-08-10 05:30:21.350026,1:50:49.609374,-20.0,-19.598727337569912
800,1241,88.6,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:30:27.803156,1:50:56.062504,-19.0,-19.592740064194214
800,1242,88.1,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:30:33.334406,1:51:01.593754,-21.0,-19.606812663552272
800,1243,87.9,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:30:39.350030,1:51:07.609378,-17.0,-19.58074453691675
800,1244,89.2,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:30:45.693777,1:51:13.953125,-19.0,-19.574937091547582
800,1245,89.3,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:30:52.537528,1:51:20.796876,-19.0,-19.569187720632108
800,1246,88.5,10.6,2022-08-10 03:39:31.740652,2022-08-10 05:31:00.303156,1:51:28.562504,-18.0,-19.553495843425786
800,1247,88.5,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:31:04.990656,1:51:33.250004,-21.0,-19.56796088499153
800,1248,83.6,9.9,2022-08-10 03:39:31.740652,2022-08-10 05:31:11.521907,1:51:39.781255,-19.0,-19.562281276141615
800,1249,86.6,10.6,2022-08-10 03:39:31.740652,2022-08-10 05:31:19.131282,1:51:47.390630,-20.0,-19.566658463380197
800,1250,86.2,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:31:24.240652,1:51:52.500000,-21.0,-19.580991878746396
800,1251,88.0,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:31:29.631284,1:51:57.890632,-21.0,-19.595181959958932
800,1252,88.2,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:31:36.178164,1:52:04.437512,-19.0,-19.589230140359344
800,1253,88.6,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:31:42.303158,1:52:10.562506,-19.0,-19.583337838955753
800,1254,88.8,10.3,2022-08-10 03:39:31.740652,2022-08-10 05:31:46.553153,1:52:14.812501,-21.0,-19.597504460566196
800,1255,87.9,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:31:52.553155,1:52:20.812503,-18.0,-19.58152941596053
800,1256,88.4,9.9,2022-08-10 03:39:31.740652,2022-08-10 05:31:58.881280,1:52:27.140628,-20.0,-19.585714121800926
800,1257,90.2,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:32:04.912533,1:52:33.171881,-20.0,-19.589856980582915
800,1258,86.1,10.6,2022-08-10 03:39:31.740652,2022-08-10 05:32:12.990660,1:52:41.250008,-19.0,-19.583958410777086
800,1259,88.1,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:32:18.646906,1:52:46.906254,-19.0,-19.578118826669318
800,1260,87.5,10.6,2022-08-10 03:39:31.740652,2022-08-10 05:32:26.506277,1:52:54.765625,-17.0,-19.552337638402626
800,1261,88.7,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:32:33.225028,1:53:01.484376,-19.0,-19.5468142620186
800,1262,89.2,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:32:39.318781,1:53:07.578129,-19.0,-19.541346119398415
800,1263,89.7,9.9,2022-08-10 03:39:31.740652,2022-08-10 05:32:45.287530,1:53:13.546878,-19.0,-19.535932658204434
800,1264,88.1,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:32:51.771904,1:53:20.031252,-21.0,-19.55057333162239
800,1265,87.1,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:32:57.521906,1:53:25.781254,-20.0,-19.555067598306167
800,1266,88.5,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:33:03.631280,1:53:31.890628,-20.0,-19.559516922323105
800,1267,87.5,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:33:09.506280,1:53:37.765628,-19.0,-19.553921753099875
800,1268,88.4,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:33:14.912529,1:53:43.171877,-20.0,-19.558382535568875
800,1269,88.2,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:33:20.428153,1:53:48.687501,-20.0,-19.562798710213183
800,1270,88.5,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:33:26.256277,1:53:54.515625,-18.0,-19.54717072311105
800,1271,90.2,9.9,2022-08-10 03:39:31.740652,2022-08-10 05:33:32.693781,1:54:00.953129,-17.0,-19.521699015879943
800,1272,87.0,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:33:38.631279,1:54:06.890627,-20.0,-19.526482025721144
800,1273,88.2,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:33:45.475031,1:54:13.734379,-20.0,-19.531217205463932
800,1274,88.6,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:33:50.943781,1:54:19.203129,-19.0,-19.525905033409295
800,1275,86.5,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:33:56.975027,1:54:25.234375,-20.0,-19.5306459830752
800,1276,86.9,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:34:02.443782,1:54:30.703130,-21.0,-19.545339523244447
800,1277,88.7,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:34:08.646906,1:54:36.906254,-17.0,-19.519886128012004
800,1278,87.5,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:34:15.037532,1:54:43.296880,-17.0,-19.494687266731887
800,1279,88.7,9.8,2022-08-10 03:39:31.740652,2022-08-10 05:34:19.881278,1:54:48.140626,-21.0,-19.50974039406457
800,1280,87.7,10.2,2022-08-10 03:39:31.740652,2022-08-10 05:34:25.037529,1:54:53.296877,-21.0,-19.524642990123922
800,1281,88.0,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:34:31.631281,1:54:59.890629,-21.0,-19.539396560222684
800,1282,87.5,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:34:37.553153,1:55:05.812501,-21.0,-19.554002594620457
800,1283,85.7,10.6,2022-08-10 03:39:31.740652,2022-08-10 05:34:45.537530,1:55:13.796878,-18.0,-19.53846256867425
800,1284,88.4,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:34:50.740658,1:55:19.000006,-19.0,-19.53307794298751
800,1285,84.9,10.3,2022-08-10 03:39:31.740652,2022-08-10 05:34:54.990653,1:55:23.250001,-20.0,-19.537747163557636
800,1286,90.4,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:35:00.287531,1:55:28.546879,-20.0,-19.542369691922058
800,1287,89.0,9.9,2022-08-10 03:39:31.740652,2022-08-10 05:35:06.787530,1:55:35.046878,-20.0,-19.546945995002837
800,1288,86.9,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:35:13.287537,1:55:41.546885,-19.0,-19.54147653505281
800,1289,87.7,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:35:19.240655,1:55:47.500003,-21.0,-19.556061769702282
800,1290,87.7,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:35:25.850032,1:55:54.109380,-19.0,-19.55050115200526
800,1291,89.8,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:35:32.131280,1:56:00.390628,-19.0,-19.54499614048521
800,1292,89.0,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:35:37.818781,1:56:06.078129,-19.0,-19.53954617908036
800,1293,87.2,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:35:42.521906,1:56:10.781254,-20.0,-19.544150717289558
800,1294,89.3,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:35:48.303154,1:56:16.562502,-18.0,-19.528709210116663
800,1295,85.5,9.9,2022-08-10 03:39:31.740652,2022-08-10 05:35:54.678155,1:56:22.937503,-21.0,-19.543422118015496
800,1296,88.8,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:36:00.490658,1:56:28.750006,-18.0,-19.52798789683534
800,1297,88.3,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:36:06.678153,1:56:34.937501,-19.0,-19.52270801786699
800,1298,88.8,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:36:11.568779,1:56:39.828127,-21.0,-19.53748093768832
800,1299,87.3,10.6,2022-08-10 03:39:31.740652,2022-08-10 05:36:18.787529,1:56:47.046877,-18.0,-19.522106128311435
800,1300,88.3,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:36:24.678159,1:56:52.937507,-20.0,-19.52688506702832
800,1301,87.9,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:36:30.240657,1:56:58.500005,-21.0,-19.541616216358037
800,1302,85.9,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:36:36.490655,1:57:04.750003,-20.0,-19.546200054194454
800,1303,88.1,9.7,2022-08-10 03:39:31.740652,2022-08-10 05:36:41.334407,1:57:09.593755,-20.0,-19.55073805365251
800,1304,89.3,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:36:47.256288,1:57:15.515636,-18.0,-19.535230673115983
800,1305,87.9,10.6,2022-08-10 03:39:31.740652,2022-08-10 05:36:54.381282,1:57:22.640630,-19.0,-19.529878366384825
800,1306,88.3,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:37:00.943780,1:57:29.203128,-19.0,-19.52457958272098
800,1307,87.7,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:37:07.490657,1:57:35.750005,-19.0,-19.51933378689377
800,1308,87.0,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:37:13.615653,1:57:41.875001,-21.0,-19.534140449024836
800,1309,87.3,10.6,2022-08-10 03:39:31.740652,2022-08-10 05:37:20.725030,1:57:48.984378,-16.0,-19.498799044534586
800,1310,84.3,9.9,2022-08-10 03:39:31.740652,2022-08-10 05:37:26.240659,1:57:54.500007,-19.0,-19.493811054089242
800,1311,87.1,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:37:31.865660,1:58:00.125008,-20.0,-19.49887294354835
800,1312,87.5,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:37:36.943781,1:58:05.203129,-20.0,-19.503884214112865
800,1313,87.9,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:37:43.193785,1:58:11.453133,-17.0,-19.478845371971737
800,1314,88.7,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:37:48.318781,1:58:16.578129,-20.0,-19.48405691825202
800,1315,86.6,10.6,2022-08-10 03:39:31.740652,2022-08-10 05:37:55.365655,1:58:23.625003,-20.0,-19.489216349069498
800,1316,85.2,10.6,2022-08-10 03:39:31.740652,2022-08-10 05:38:02.350031,1:58:30.609379,-20.0,-19.4943241855788
800,1317,86.3,10.1,2022-08-10 03:39:31.740652,2022-08-10 05:38:11.209402,1:58:39.468750,-14.0,-19.439380943723013
800,1318,89.4,10.6,2022-08-10 03:39:31.740652,2022-08-10 05:38:17.787534,1:58:46.046882,-19.0,-19.434987134285784
800,1319,88.0,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:38:23.146906,1:58:51.406254,-20.0,-19.440637262942925
800,1320,85.2,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:38:29.006277,1:58:57.265625,-21.0,-19.456230890313496
800,1321,89.7,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:38:33.584408,1:59:01.843756,-21.0,-19.471668581410363
800,1322,87.0,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:38:38.990655,1:59:07.250003,-20.0,-19.476951895596258
800,1323,89.7,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:38:44.350026,1:59:12.609374,-19.0,-19.472182376640298
800,1324,86.0,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:38:49.256280,1:59:17.515628,-20.0,-19.477460552873893
800,1325,88.5,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:38:54.553157,1:59:22.812505,-21.0,-19.492685947345155
800,1326,88.3,10.0,2022-08-10 03:39:31.740652,2022-08-10 05:39:01.350032,1:59:29.609380,-19.0,-19.487759087871705
800,1327,86.3,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:39:07.115652,1:59:35.375000,-18.0,-19.472881496992986
800,1328,87.4,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:39:12.459407,1:59:40.718755,-20.0,-19.478152682023055
800,1329,97.4,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:39:19.584404,1:59:47.843752,-21.0,-19.493371155202826
800,1330,85.7,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:39:25.459403,1:59:53.718751,-19.0,-19.4884374436508
800,1331,89.0,10.6,2022-08-10 03:39:31.740652,2022-08-10 05:39:31.912530,2:00:00.171878,-18.0,-19.47355306921429
800,1332,89.3,10.6,2022-08-10 03:39:31.740652,2022-08-10 05:39:37.537530,2:00:05.796878,-19.0,-19.46881753852215
800,1333,90.2,10.6,2022-08-10 03:39:31.740652,2022-08-10 05:39:43.365654,2:00:11.625002,-21.0,-19.48412936313693
800,1334,86.7,9.9,2022-08-10 03:39:31.740652,2022-08-10 05:39:48.990655,2:00:17.250003,-19.0,-19.47928806950556
800,1335,88.2,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:39:54.006280,2:00:22.265628,-19.0,-19.474495188810508
800,1336,86.9,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:40:00.037528,2:00:28.296876,-17.0,-19.449750236922405
800,1337,85.2,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:40:04.318777,2:00:32.578125,-20.0,-19.45525273455318
800,1338,86.9,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:40:09.943779,2:00:38.203127,-20.0,-19.460700207207648
800,1339,87.6,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:40:14.240652,2:00:42.500000,-20.0,-19.46609320513557
800,1340,87.4,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:40:20.428151,2:00:48.687499,-21.0,-19.481432273084216
800,1341,86.9,10.7,2022-08-10 03:39:31.740652,2022-08-10 05:40:28.162531,2:00:56.421879,-16.0,-19.446617950353374
800,1342,88.9,9.8,2022-08-10 03:39:31.740652,2022-08-10 05:40:33.271909,2:01:01.531257,-20.0,-19.45215177084984
800,1343,88.9,10.4,2022-08-10 03:39:31.740652,2022-08-10 05:40:38.568776,2:01:06.828124,-19.0,-19.447630253141345
800,1344,85.8,10.6,2022-08-10 03:39:31.740652,2022-08-10 05:40:45.021905,2:01:13.281253,-18.0,-19.43315395060993
800,1345,86.7,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:40:51.209406,2:01:19.468754,-20.0,-19.438822411103832
800,1346,87.3,10.5,2022-08-10 03:39:31.740652,2022-08-10 05:40:57.287532,2:01:25.546880,-19.0,-19.434434186992796
