Neurons,Learning Rate,Episode Number,CPU in %,Ram,Start Time,End Time,Execution Time,Running Mean
200000,1e-4,1,77.6,98.0,2022-08-15 05:24:19.177614,2022-08-15 05:45:59.438276,0:21:40.260662,-21.0
