Neurons,Episode Number,CPU in %,Ram,Start Time,End Time,Execution Time,Running Mean
2000,17,94.0,11.2,2022-08-10 15:12:46.853911,2022-08-10 15:16:00.057035,0:03:13.203124,-20.05552421260337
2000,18,94.4,11.4,2022-08-10 15:12:46.853911,2022-08-10 15:16:12.963284,0:03:26.109373,-20.064968970477338
2000,19,95.0,11.3,2022-08-10 15:12:46.853911,2022-08-10 15:16:22.557036,0:03:35.703125,-20.074319280772567
2000,20,93.7,11.2,2022-08-10 15:12:46.853911,2022-08-10 15:16:35.025783,0:03:48.171872,-20.07357608796484
2000,21,95.0,11.3,2022-08-10 15:12:46.853911,2022-08-10 15:16:44.025786,0:03:57.171875,-20.082840327085194
2000,22,94.5,11.4,2022-08-10 15:12:46.853911,2022-08-10 15:16:56.275789,0:04:09.421878,-20.092011923814344
2000,23,94.0,11.4,2022-08-10 15:12:46.853911,2022-08-10 15:17:07.807033,0:04:20.953122,-20.1010918045762
2000,24,94.6,11.3,2022-08-10 15:12:46.853911,2022-08-10 15:17:18.041410,0:04:31.187499,-20.11008088653044
2000,25,94.5,11.3,2022-08-10 15:12:46.853911,2022-08-10 15:17:33.260161,0:04:46.406250,-20.088980077665134
2000,26,94.1,11.3,2022-08-10 15:12:46.853911,2022-08-10 15:17:42.775786,0:04:55.921875,-20.098090276888485
2000,27,94.4,11.4,2022-08-10 15:12:46.853911,2022-08-10 15:17:53.603911,0:05:06.750000,-20.1071093741196
2000,28,94.9,11.3,2022-08-10 15:12:46.853911,2022-08-10 15:18:03.197661,0:05:16.343750,-20.116038280378405
2000,29,94.4,11.3,2022-08-10 15:12:46.853911,2022-08-10 15:18:14.135159,0:05:27.281248,-20.12487789757462
2000,30,93.3,11.4,2022-08-10 15:12:46.853911,2022-08-10 15:18:26.666408,0:05:39.812497,-20.123629118598874
2000,31,95.0,11.3,2022-08-10 15:12:46.853911,2022-08-10 15:18:36.291410,0:05:49.437499,-20.132392827412886
2000,32,94.3,11.3,2022-08-10 15:12:46.853911,2022-08-10 15:18:45.853910,0:05:58.999999,-20.14106889913876
2000,33,94.3,11.3,2022-08-10 15:12:46.853911,2022-08-10 15:18:55.385159,0:06:08.531248,-20.149658210147372
2000,34,95.1,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:19:09.478910,0:06:22.624999,-20.1381616280459
2000,35,94.1,11.3,2022-08-10 15:12:46.853911,2022-08-10 15:19:18.416414,0:06:31.562503,-20.14678001176544
2000,36,94.2,11.1,2022-08-10 15:12:46.853911,2022-08-10 15:19:29.807040,0:06:42.953129,-20.145312211647784
2000,37,94.5,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:19:43.838287,0:06:56.984376,-20.123859089531305
2000,38,93.5,11.3,2022-08-10 15:12:46.853911,2022-08-10 15:19:53.447660,0:07:06.593749,-20.13262049863599
2000,39,94.6,11.3,2022-08-10 15:12:46.853911,2022-08-10 15:20:02.432035,0:07:15.578124,-20.141294293649633
2000,40,93.7,11.4,2022-08-10 15:12:46.853911,2022-08-10 15:20:14.541407,0:07:27.687496,-20.149881350713137
2000,41,95.4,11.4,2022-08-10 15:12:46.853911,2022-08-10 15:20:25.338285,0:07:38.484374,-20.148382537206004
2000,42,94.1,11.3,2022-08-10 15:12:46.853911,2022-08-10 15:20:34.369536,0:07:47.515625,-20.156898711833943
2000,43,94.5,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:20:47.182036,0:08:00.328125,-20.165329724715605
2000,44,93.4,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:20:59.697659,0:08:12.843748,-20.16367642746845
2000,45,93.4,11.3,2022-08-10 15:12:46.853911,2022-08-10 15:21:08.760160,0:08:21.906249,-20.172039663193765
2000,46,94.4,11.2,2022-08-10 15:12:46.853911,2022-08-10 15:21:21.822660,0:08:34.968749,-20.160319266561828
2000,47,94.4,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:21:34.478910,0:08:47.624999,-20.15871607389621
2000,48,94.4,11.4,2022-08-10 15:12:46.853911,2022-08-10 15:21:45.416410,0:08:58.562499,-20.147128913157246
2000,49,95.0,11.4,2022-08-10 15:12:46.853911,2022-08-10 15:21:55.603911,0:09:08.750000,-20.155657624025675
2000,50,93.9,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:22:08.041407,0:09:21.187496,-20.154101047785417
2000,51,94.9,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:22:19.666408,0:09:32.812497,-20.162560037307564
2000,52,94.6,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:22:31.822660,0:09:44.968749,-20.170934436934488
2000,53,94.8,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:22:45.385162,0:09:58.531251,-20.159225092565144
2000,54,94.3,11.4,2022-08-10 15:12:46.853911,2022-08-10 15:22:55.010163,0:10:08.156252,-20.16763284163949
2000,55,94.0,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:23:07.728910,0:10:20.874999,-20.165956513223097
2000,56,94.0,11.0,2022-08-10 15:12:46.853911,2022-08-10 15:23:16.650788,0:10:29.796877,-20.174296948090866
2000,57,93.9,11.4,2022-08-10 15:12:46.853911,2022-08-10 15:23:27.307035,0:10:40.453124,-20.172553978609958
2000,58,94.8,11.6,2022-08-10 15:12:46.853911,2022-08-10 15:23:42.275786,0:10:55.421875,-20.16082843882386
2000,59,94.5,11.4,2022-08-10 15:12:46.853911,2022-08-10 15:23:52.572660,0:11:05.718749,-20.16922015443562
2000,60,93.3,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:24:05.307032,0:11:18.453121,-20.177527952891264
2000,61,95.1,11.4,2022-08-10 15:12:46.853911,2022-08-10 15:24:14.994535,0:11:28.140624,-20.18575267336235
2000,62,94.2,11.6,2022-08-10 15:12:46.853911,2022-08-10 15:24:28.744532,0:11:41.890621,-20.18389514662873
2000,63,94.5,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:24:40.728914,0:11:53.875003,-20.192056195162444
2000,64,93.6,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:24:52.385169,0:12:05.531258,-20.19013563321082
2000,65,94.4,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:25:02.510160,0:12:15.656249,-20.19823427687871
2000,66,94.7,11.2,2022-08-10 15:12:46.853911,2022-08-10 15:25:12.619535,0:12:25.765624,-20.206251934109925
2000,67,94.6,11.6,2022-08-10 15:12:46.853911,2022-08-10 15:25:25.291410,0:12:38.437499,-20.21418941476883
2000,68,95.0,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:25:36.119535,0:12:49.265624,-20.22204752062114
2000,69,94.2,11.7,2022-08-10 15:12:46.853911,2022-08-10 15:25:51.791413,0:13:04.937502,-20.219827045414927
2000,70,93.7,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:26:03.494533,0:13:16.640622,-20.217628774960776
2000,71,94.9,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:26:14.572663,0:13:27.718752,-20.215452487211166
2000,72,93.9,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:26:25.338284,0:13:38.484373,-20.223297962339057
2000,73,94.6,11.6,2022-08-10 15:12:46.853911,2022-08-10 15:26:37.838286,0:13:50.984375,-20.221064982715667
2000,74,93.7,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:26:49.197660,0:14:02.343749,-20.22885433288851
2000,75,94.3,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:26:59.635160,0:14:12.781249,-20.226565789559622
2000,76,94.0,11.3,2022-08-10 15:12:46.853911,2022-08-10 15:27:14.963285,0:14:28.109374,-20.234300131664025
2000,77,94.4,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:27:27.494536,0:14:40.640625,-20.231957130347382
2000,78,94.7,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:27:38.353909,0:14:51.499998,-20.23963755904391
2000,79,94.7,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:27:49.228911,0:15:02.375000,-20.247241183453472
2000,80,94.4,11.3,2022-08-10 15:12:46.853911,2022-08-10 15:28:04.603906,0:15:17.749995,-20.254768771618938
2000,81,94.2,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:28:16.416414,0:15:29.562503,-20.24222108390275
2000,82,93.9,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:28:27.869536,0:15:41.015625,-20.24979887306372
2000,83,94.8,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:28:37.744536,0:15:50.890625,-20.247300884333082
2000,84,94.2,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:28:48.916413,0:16:02.062502,-20.24482787548975
2000,85,94.3,11.4,2022-08-10 15:12:46.853911,2022-08-10 15:28:58.572661,0:16:11.718750,-20.252379596734855
2000,86,94.3,11.2,2022-08-10 15:12:46.853911,2022-08-10 15:29:10.916410,0:16:24.062499,-20.239855800767508
2000,87,94.1,11.4,2022-08-10 15:12:46.853911,2022-08-10 15:29:19.760166,0:16:32.906255,-20.247457242759832
2000,88,94.3,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:29:30.588286,0:16:43.734375,-20.254982670332236
2000,89,94.9,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:29:42.510163,0:16:55.656252,-20.252432843628913
2000,90,93.3,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:29:54.010163,0:17:07.156252,-20.259908515192624
2000,91,94.6,11.7,2022-08-10 15:12:46.853911,2022-08-10 15:30:11.525784,0:17:24.671873,-20.247309430040698
2000,92,94.4,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:30:22.338288,0:17:35.484377,-20.25483633574029
2000,93,94.2,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:30:34.478909,0:17:47.624998,-20.262287972382886
2000,94,94.5,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:30:45.900789,0:17:59.046878,-20.269665092659057
2000,95,93.9,11.2,2022-08-10 15:12:46.853911,2022-08-10 15:30:58.150785,0:18:11.296874,-20.276968441732468
2000,96,94.2,11.7,2022-08-10 15:12:46.853911,2022-08-10 15:31:14.197660,0:18:27.343749,-20.264198757315143
2000,97,94.5,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:31:25.713284,0:18:38.859373,-20.27155676974199
2000,98,94.1,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:31:37.588285,0:18:50.734374,-20.26884120204457
2000,99,94.5,11.6,2022-08-10 15:12:46.853911,2022-08-10 15:31:50.744538,0:19:03.890627,-20.266152790024123
2000,100,93.2,11.6,2022-08-10 15:12:46.853911,2022-08-10 15:32:04.041407,0:19:17.187496,-20.273491262123883
2000,101,93.7,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:32:13.588285,0:19:26.734374,-20.280756349502646
2000,102,94.9,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:32:24.447659,0:19:37.593748,-20.287948786007618
2000,103,94.1,11.4,2022-08-10 15:12:46.853911,2022-08-10 15:32:33.338286,0:19:46.484375,-20.295069298147542
2000,104,94.2,11.8,2022-08-10 15:12:46.853911,2022-08-10 15:32:51.775785,0:20:04.921874,-20.292118605166067
2000,105,94.8,11.2,2022-08-10 15:12:46.853911,2022-08-10 15:33:04.041412,0:20:17.187501,-20.279197419114407
2000,106,95.5,11.8,2022-08-10 15:12:46.853911,2022-08-10 15:33:17.697663,0:20:30.843752,-20.266405444923265
2000,107,94.5,11.9,2022-08-10 15:12:46.853911,2022-08-10 15:33:32.807035,0:20:45.953124,-20.26374139047403
2000,108,94.0,11.8,2022-08-10 15:12:46.853911,2022-08-10 15:33:44.353911,0:20:57.500000,-20.26110397656929
2000,109,94.4,11.8,2022-08-10 15:12:46.853911,2022-08-10 15:33:56.416411,0:21:09.562500,-20.2684929368036
2000,110,93.9,11.6,2022-08-10 15:12:46.853911,2022-08-10 15:34:08.760156,0:21:21.906245,-20.265808007435563
2000,111,94.5,11.6,2022-08-10 15:12:46.853911,2022-08-10 15:34:18.932034,0:21:32.078123,-20.273149927361207
2000,112,94.9,11.7,2022-08-10 15:12:46.853911,2022-08-10 15:34:33.025786,0:21:46.171875,-20.260418428087597
2000,113,94.2,11.6,2022-08-10 15:12:46.853911,2022-08-10 15:34:45.775785,0:21:58.921874,-20.267814243806722
2000,114,95.0,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:34:58.228911,0:22:11.375000,-20.275136101368656
2000,115,95.8,12.0,2022-08-10 15:12:46.853911,2022-08-10 15:35:14.119535,0:22:27.265624,-20.28238474035497
2000,116,94.7,11.9,2022-08-10 15:12:46.853911,2022-08-10 15:35:25.869535,0:22:39.015624,-20.27956089295142
2000,117,94.9,11.9,2022-08-10 15:12:46.853911,2022-08-10 15:35:36.369534,0:22:49.515623,-20.276765284021906
2000,118,94.4,11.8,2022-08-10 15:12:46.853911,2022-08-10 15:35:46.213284,0:22:59.359373,-20.273997631181686
2000,119,94.4,11.8,2022-08-10 15:12:46.853911,2022-08-10 15:35:55.103914,0:23:08.250003,-20.28125765486987
2000,120,93.3,11.8,2022-08-10 15:12:46.853911,2022-08-10 15:36:04.494532,0:23:17.640621,-20.28844507832117
2000,121,94.9,12.0,2022-08-10 15:12:46.853911,2022-08-10 15:36:18.557034,0:23:31.703123,-20.29556062753796
2000,122,93.9,11.8,2022-08-10 15:12:46.853911,2022-08-10 15:36:28.025783,0:23:41.171872,-20.30260502126258
2000,123,93.5,11.9,2022-08-10 15:12:46.853911,2022-08-10 15:36:40.166410,0:23:53.312499,-20.289578971049956
2000,124,94.8,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:36:51.197661,0:24:04.343750,-20.296683181339457
2000,125,94.4,11.8,2022-08-10 15:12:46.853911,2022-08-10 15:37:02.088287,0:24:15.234376,-20.303716349526063
2000,126,94.7,11.8,2022-08-10 15:12:46.853911,2022-08-10 15:37:14.260159,0:24:27.406248,-20.310679186030804
2000,127,94.3,11.8,2022-08-10 15:12:46.853911,2022-08-10 15:37:25.853911,0:24:39,-20.317572394170497
2000,128,94.2,11.9,2022-08-10 15:12:46.853911,2022-08-10 15:37:38.510161,0:24:51.656250,-20.314396670228792
2000,129,94.0,11.4,2022-08-10 15:12:46.853911,2022-08-10 15:37:48.541411,0:25:01.687500,-20.311252703526502
2000,130,93.2,11.7,2022-08-10 15:12:46.853911,2022-08-10 15:37:58.697663,0:25:11.843752,-20.318140176491237
2000,131,94.0,11.8,2022-08-10 15:12:46.853911,2022-08-10 15:38:10.744535,0:25:23.890624,-20.314958774726325
2000,132,94.5,11.8,2022-08-10 15:12:46.853911,2022-08-10 15:38:22.728913,0:25:35.875002,-20.311809186979062
2000,133,94.6,11.8,2022-08-10 15:12:46.853911,2022-08-10 15:38:33.728910,0:25:46.874999,-20.298691095109273
2000,134,94.0,11.3,2022-08-10 15:12:46.853911,2022-08-10 15:38:42.713284,0:25:55.859373,-20.30570418415818
2000,135,93.5,11.8,2022-08-10 15:12:46.853911,2022-08-10 15:38:53.307036,0:26:06.453125,-20.302647142316598
2000,136,94.4,11.7,2022-08-10 15:12:46.853911,2022-08-10 15:39:06.322662,0:26:19.468751,-20.289620670893434
2000,137,94.0,11.6,2022-08-10 15:12:46.853911,2022-08-10 15:39:18.932034,0:26:32.078123,-20.2867244641845
2000,138,94.5,11.6,2022-08-10 15:12:46.853911,2022-08-10 15:39:30.619537,0:26:43.765626,-20.273857219542656
2000,139,94.2,11.7,2022-08-10 15:12:46.853911,2022-08-10 15:39:44.307035,0:26:57.453124,-20.26111864734723
2000,140,93.4,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:39:54.791408,0:27:07.937497,-20.25850746087376
2000,141,94.9,11.6,2022-08-10 15:12:46.853911,2022-08-10 15:40:05.791414,0:27:18.937503,-20.26592238626502
2000,142,94.3,11.6,2022-08-10 15:12:46.853911,2022-08-10 15:40:17.182035,0:27:30.328124,-20.26326316240237
2000,143,94.1,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:40:26.838283,0:27:39.984372,-20.270630530778348
2000,144,94.7,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:40:36.760160,0:27:49.906249,-20.267924225470562
2000,145,94.3,11.3,2022-08-10 15:12:46.853911,2022-08-10 15:40:50.213289,0:28:03.359378,-20.235244983215857
2000,146,94.2,11.7,2022-08-10 15:12:46.853911,2022-08-10 15:41:03.885158,0:28:17.031247,-20.232892533383698
2000,147,94.1,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:41:13.869534,0:28:27.015623,-20.23056360804986
2000,148,94.2,11.6,2022-08-10 15:12:46.853911,2022-08-10 15:41:24.400790,0:28:37.546879,-20.22825797196936
2000,149,94.3,11.7,2022-08-10 15:12:46.853911,2022-08-10 15:41:37.838285,0:28:50.984374,-20.235975392249667
2000,150,93.4,11.7,2022-08-10 15:12:46.853911,2022-08-10 15:41:51.275783,0:29:04.421872,-20.24361563832717
2000,151,94.3,11.6,2022-08-10 15:12:46.853911,2022-08-10 15:42:02.885160,0:29:16.031249,-20.2311794819439
2000,152,94.0,11.7,2022-08-10 15:12:46.853911,2022-08-10 15:42:16.353912,0:29:29.500001,-20.23886768712446
2000,153,94.6,11.6,2022-08-10 15:12:46.853911,2022-08-10 15:42:28.525785,0:29:41.671874,-20.246479010253218
2000,154,94.5,11.2,2022-08-10 15:12:46.853911,2022-08-10 15:42:40.275787,0:29:53.421876,-20.244014220150685
2000,155,94.3,11.6,2022-08-10 15:12:46.853911,2022-08-10 15:42:52.713286,0:30:05.859375,-20.241574077949178
2000,156,94.4,11.6,2022-08-10 15:12:46.853911,2022-08-10 15:43:04.244536,0:30:17.390625,-20.249158337169685
2000,157,94.6,11.7,2022-08-10 15:12:46.853911,2022-08-10 15:43:17.353915,0:30:30.500004,-20.24666675379799
2000,158,94.3,11.7,2022-08-10 15:12:46.853911,2022-08-10 15:43:30.072662,0:30:43.218751,-20.25420008626001
2000,159,94.1,11.6,2022-08-10 15:12:46.853911,2022-08-10 15:43:42.432033,0:30:55.578122,-20.25165808539741
2000,160,93.4,11.6,2022-08-10 15:12:46.853911,2022-08-10 15:43:53.322658,0:31:06.468747,-20.249141504543434
2000,161,95.7,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:44:02.853910,0:31:15.999999,-20.256650089498002
2000,162,94.3,11.7,2022-08-10 15:12:46.853911,2022-08-10 15:44:16.666411,0:31:29.812500,-20.26408358860302
2000,163,93.7,11.3,2022-08-10 15:12:46.853911,2022-08-10 15:44:30.822661,0:31:43.968750,-20.231442752716994
2000,164,94.7,11.6,2022-08-10 15:12:46.853911,2022-08-10 15:44:41.463284,0:31:54.609373,-20.239128325189824
2000,165,94.5,11.7,2022-08-10 15:12:46.853911,2022-08-10 15:44:55.978908,0:32:09.124997,-20.226737041937927
2000,166,94.2,11.7,2022-08-10 15:12:46.853911,2022-08-10 15:45:09.400784,0:32:22.546873,-20.21446967151855
2000,167,94.5,11.6,2022-08-10 15:12:46.853911,2022-08-10 15:45:21.650786,0:32:34.796875,-20.212324974803362
2000,168,94.5,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:45:31.807035,0:32:44.953124,-20.22020172505533
2000,169,93.8,11.7,2022-08-10 15:12:46.853911,2022-08-10 15:45:45.635163,0:32:58.781252,-20.217999707804776
2000,170,93.4,11.6,2022-08-10 15:12:46.853911,2022-08-10 15:45:57.291412,0:33:10.437501,-20.215819710726727
2000,171,94.8,11.7,2022-08-10 15:12:46.853911,2022-08-10 15:46:10.619534,0:33:23.765623,-20.19366151361946
2000,172,94.1,11.2,2022-08-10 15:12:46.853911,2022-08-10 15:46:23.416409,0:33:36.562498,-20.201724898483267
2000,173,94.3,11.6,2022-08-10 15:12:46.853911,2022-08-10 15:46:36.525785,0:33:49.671874,-20.199707649498432
2000,174,94.3,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:46:47.322659,0:34:00.468748,-20.20771057300345
2000,175,94.3,11.6,2022-08-10 15:12:46.853911,2022-08-10 15:47:00.291410,0:34:13.437499,-20.205633467273415
2000,176,94.0,11.6,2022-08-10 15:12:46.853911,2022-08-10 15:47:12.588285,0:34:25.734374,-20.20357713260068
2000,177,94.1,11.6,2022-08-10 15:12:46.853911,2022-08-10 15:47:24.260160,0:34:37.406249,-20.201541361274675
2000,178,93.4,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:47:34.260161,0:34:47.406250,-20.20952594766193
2000,179,94.5,11.6,2022-08-10 15:12:46.853911,2022-08-10 15:47:45.557036,0:34:58.703125,-20.217430688185313
2000,180,93.8,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:47:56.510156,0:35:09.656245,-20.21525638130346
2000,181,94.8,11.6,2022-08-10 15:12:46.853911,2022-08-10 15:48:07.369536,0:35:20.515625,-20.223103817490426
2000,182,93.9,11.2,2022-08-10 15:12:46.853911,2022-08-10 15:48:18.369533,0:35:31.515622,-20.22087277931552
2000,183,94.7,11.6,2022-08-10 15:12:46.853911,2022-08-10 15:48:29.025784,0:35:42.171873,-20.228664051522365
2000,184,94.9,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:48:39.119534,0:35:52.265623,-20.236377411007144
2000,185,94.4,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:48:49.166414,0:36:02.312503,-20.244013636897073
2000,186,94.1,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:48:58.510159,0:36:11.656248,-20.251573500528103
2000,187,94.5,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:49:08.932034,0:36:22.078123,-20.24905776552282
2000,188,94.2,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:49:18.932034,0:36:32.078123,-20.256567187867592
2000,189,94.6,11.6,2022-08-10 15:12:46.853911,2022-08-10 15:49:30.057036,0:36:43.203125,-20.254001515988914
2000,190,93.9,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:49:40.900782,0:36:54.046871,-20.261461500829025
2000,191,94.9,11.6,2022-08-10 15:12:46.853911,2022-08-10 15:49:54.057035,0:37:07.203124,-20.258846885820734
2000,192,94.2,11.6,2022-08-10 15:12:46.853911,2022-08-10 15:50:05.197660,0:37:18.343749,-20.256258416962527
2000,193,94.4,11.1,2022-08-10 15:12:46.853911,2022-08-10 15:50:14.666416,0:37:27.812505,-20.2636958327929
2000,194,94.1,11.6,2022-08-10 15:12:46.853911,2022-08-10 15:50:26.525786,0:37:39.671875,-20.261058874464972
2000,195,94.3,11.7,2022-08-10 15:12:46.853911,2022-08-10 15:50:39.635161,0:37:52.781250,-20.25844828572032
2000,196,94.2,11.6,2022-08-10 15:12:46.853911,2022-08-10 15:50:51.400786,0:38:04.546875,-20.255863802863114
2000,197,94.2,11.6,2022-08-10 15:12:46.853911,2022-08-10 15:51:03.557040,0:38:16.703129,-20.263305164834485
2000,198,94.2,11.6,2022-08-10 15:12:46.853911,2022-08-10 15:51:15.791412,0:38:28.937501,-20.25067211318614
2000,199,94.0,11.6,2022-08-10 15:12:46.853911,2022-08-10 15:51:28.838285,0:38:41.984374,-20.24816539205428
2000,200,94.1,11.6,2022-08-10 15:12:46.853911,2022-08-10 15:51:41.791412,0:38:54.937501,-20.245683738133735
2000,201,94.3,11.7,2022-08-10 15:12:46.853911,2022-08-10 15:51:56.478911,0:39:09.625000,-20.243226900752397
2000,202,94.3,11.2,2022-08-10 15:12:46.853911,2022-08-10 15:52:08.291410,0:39:21.437499,-20.240794631744873
2000,203,94.0,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:52:17.791413,0:39:30.937502,-20.248386685427423
2000,204,95.1,11.7,2022-08-10 15:12:46.853911,2022-08-10 15:52:30.947661,0:39:44.093750,-20.22590281857315
2000,205,94.2,11.7,2022-08-10 15:12:46.853911,2022-08-10 15:52:45.775788,0:39:58.921877,-20.21364379038742
2000,206,94.4,11.7,2022-08-10 15:12:46.853911,2022-08-10 15:53:01.072660,0:40:14.218749,-20.201507352483546
2000,207,94.3,11.7,2022-08-10 15:12:46.853911,2022-08-10 15:53:15.432038,0:40:28.578127,-20.199492278958708
2000,208,94.3,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:53:25.447658,0:40:38.593747,-20.20749735616912
2000,209,94.5,11.6,2022-08-10 15:12:46.853911,2022-08-10 15:53:37.416409,0:40:50.562498,-20.21542238260743
2000,210,93.6,11.7,2022-08-10 15:12:46.853911,2022-08-10 15:53:50.791407,0:41:03.937496,-20.203268158781356
2000,211,94.9,11.3,2022-08-10 15:12:46.853911,2022-08-10 15:54:05.416410,0:41:18.562499,-20.201235477193542
2000,212,94.2,11.7,2022-08-10 15:12:46.853911,2022-08-10 15:54:18.572662,0:41:31.718751,-20.199223122421607
2000,213,94.4,11.6,2022-08-10 15:12:46.853911,2022-08-10 15:54:30.760159,0:41:43.906248,-20.20723089119739
2000,214,93.9,11.6,2022-08-10 15:12:46.853911,2022-08-10 15:54:43.197658,0:41:56.343747,-20.205158582285417
2000,215,94.2,11.5,2022-08-10 15:12:46.853911,2022-08-10 15:54:53.369533,0:42:06.515622,-20.213106996462564
2000,216,94.3,11.6,2022-08-10 15:12:46.853911,2022-08-10 15:55:04.838285,0:42:17.984374,-20.22097592649794
2000,217,95.0,11.6,2022-08-10 15:12:46.853911,2022-08-10 15:55:16.228909,0:42:29.374998,-20.228766167232962
2000,218,94.6,11.6,2022-08-10 15:12:46.853911,2022-08-10 15:55:27.041410,0:42:40.187499,-20.236478505560633
2000,219,94.2,11.6,2022-08-10 15:12:46.853911,2022-08-10 15:55:37.885160,0:42:51.031249,-20.244113720505027
2000,220,92.9,11.6,2022-08-10 15:12:46.853911,2022-08-10 15:55:48.338282,0:43:01.484371,-20.241672583299977
2000,221,95.2,11.1,2022-08-10 15:12:46.853911,2022-08-10 15:55:58.525786,0:43:11.671875,-20.239255857466976
